FHDI_Food_ID,Food_Name,Scientific_Name,Common_Name,Description,Group,Subgroup,ITIS_ID,FoodB_ID,DTU_ID,Taxonomy_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Drug homologous food
F00068,Avocado,Persea americana,NA,"The avocado (Persea americana) is a tree native to Central Mexico, classified in the flowering plant family Lauraceae along with cinnamon, camphor and bay laurel. Avocado or alligator pear also refers to the fruit (botanically a large berry that contains a single seed) of the tree. Avocados are commercially valuable and are cultivated in tropical and Mediterranean climates throughout the world.",Vegetables,Fruit vegetables,18154,FOOD00130,616,3435,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Persea,"The flesh of avocado is soft and delicate. It is rich in unsaturated fatty acid based oil, minerals and vitamins. It does not contain cholesterol and has a low sugar content. It is a high-grade fruit suitable for all ages and a rare high-fat and low sugar food for diabetics."
F00069,Black Raspberry,Rubus occidentalis,NA,"Black raspberry is a common name for three species of the genus Rubus: Rubus leucodermis, native to western North America Rubus occidentalis, native to eastern North America Rubus coreanus, also known as Korean black raspberry, native to Korea, Japan, and China A black raspberry is a small fruit that weighs between one and two grams. Almost all commercial production of black raspberries is from developed cultivars of Rubus occidentalis. Oregon accounts for over 90% of black raspberry production in the United States. Black raspberry plants yield significantly less fruit than their red counterparts and also commonly suffer from a raspberry mosaic disease complex that gives them shorter lifespans than other cane berry plants. Because of this, they can be costly to produce on a large scale.",Fruits,Berries,24854,FOOD00163,NA,75079,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,NA
F00070,Salt,NA,NA,"Salt, also known as table salt or rock salt, is a crystalline mineral that is composed primarily of sodium chloride, a chemical compound belonging to the larger class of ionic salts. It is absolutely essential for animal life, but can be harmful to animals and plants in excess. Salt is one of the oldest, most ubiquitous food seasonings and salting is an important method of food preservation.",Baking goods,Seasonings,NA,FOOD00647,556,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00071,Cauliflower,Brassica oleracea var. botrytis,NA,"Cauliflower is one of several vegetables in the species Brassica oleracea, in the family Brassicaceae. It is an annual plant that reproduces by seed. Typically, only the head (the white curd) is eaten. The cauliflower head is composed of a white inflorescence meristem. Cauliflower heads resemble those in broccoli, which differs in having flower buds.",Vegetables,Cabbages,530957,FOOD00031,14,3715,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,NA
F00072,Cabbage,Brassica oleracea var. capitata,NA,"Cabbage (Brassica oleracea or variants) is a leafy green biennial, grown as an annual vegetable for its dense-leaved heads. Closely related to other cole crops, such as broccoli, cauliflower and brussels sprouts, it descends from B.  oleracea var. oleracea, a wild field cabbage. ",Vegetables,Cabbages,526962,FOOD00851,573,3716,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,NA
F00073,Cassava,Manihot esculenta,NA,"Cassava (also called yuca, mogo, or manioc) is a woody shrub cultivated in tropical and subtropical regions for its edible starchy tuberous root, a major source of carbohydrates.",Vegetables,Tubers,503688,FOOD00323,939,3983,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Manihot,NA
F00074,Carrot,Daucus carota subsp. Sativus,NA,"The carrot (Daucus carota subsp. sativus; is a root vegetable, usually orange in colour, though purple, red, white, and yellow varieties exist. It has a crisp texture when fresh. The most commonly eaten part of a carrot is a taproot, although the greens are sometimes eaten as well. It is a domesticated form of the wild carrot Daucus carota, native to Europe and southwestern Asia. ",Vegetables,Root vegetables,524846,FOOD00245,24,79200,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,NA
F00075,Parsnip,Pastinaca sativa,NA,The parsnip is a root vegetable closely related to the carrot. It is a biennial plant usually grown as an annual. Its long tuberous root has cream-colored skin and flesh and can be left in the ground when mature as it becomes sweeter in flavour after winter frosts.,Vegetables,Root vegetables,29795,FOOD00129,937,4041,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Pastinaca,NA
F00076,Parsley,Petroselinum crispum,NA,"Parsley or garden parsley (Petroselinum crispum) is a species of Petroselinum in the family Apiaceae, native to the central Mediterranean region, naturalized elsewhere in Europe, and widely cultivated as an herb, a spice and a vegetable.",Vegetables,Stalk vegetables,29817,FOOD00131,8,4043,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Petroselinum,NA
F00077,Fig,Ficus carica,NA,"The common fig (Ficus carica) is a species of flowering plant in the genus Ficus. It is the source of the fruit also called the fig, and as such is an important crop in those areas where it is grown commercially.",Fruits,Other fruits,19093,FOOD00081,578,3494,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Moraceae,Ficus,NA
F00078,Hedge Mustard,Sisymbrium,NA,"Hedge mustard (Sisymbrium officinale) is a plant in the family Brassicaceae. It is found on roadsides and wasteland, and as a weed of arable land. ",Vegetables,Other seeds,23311,FOOD00475,NA,3729,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,No Rank at Level Genus,NA
F00079,Chinese Mustard,Brassica juncea,NA,"Brassica juncea, also known as mustard greens, Indian mustard, Chinese mustard, and leaf mustard, is a species of mustard plant. Subvarieties include southern giant curled mustard, which resembles a headless cabbage such as kale, but with a distinct horseradish-mustard flavor. It is also known as green mustard cabbage.",Vegetables,Cabbages,23059,FOOD00027,NA,3707,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,NA
F00080,White Wine,NA,NA,"White wine is a wine that is fermented without skin contact. The colour can be straw-yellow, yellow-green, or yellow-gold.It is produced by the alcoholic fermentation of the non-coloured pulp of grapes, which may have a skin of any colour.White wine is mainly from ""white"" grapes, which are green or yellow in colour, such as the Chardonnay, Sauvignon, and Riesling.",Beverages,Fermented beverages,NA,FOOD00917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00081,Berry Wine,NA,NA,NA,Beverages,Fermented beverages,NA,FOOD00613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00082,Grape Wine,NA,NA,"Wine is an alcoholic beverage made from fermented grapes or other fruits. The natural chemical balance of grapes lets them ferment without the addition of sugars, acids, enzymes, water, or other nutrients. Yeast consumes the sugars in the grapes and converts them into alcohol and carbon dioxide. Different varieties of grapes and strains of yeasts produce different styles of wine. ",Beverages,Fermented beverages,NA,FOOD00612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00083,Port Wine,NA,NA,"Port wine (also known as Vinho do Porto, Portuguese pronunciation: [ˌviɲuduˈpoɾtu], Porto, and usually simply port) is a Portuguese fortified wine produced exclusively in the Douro Valley in the northern provinces of Portugal. It is typically a sweet, red wine, often served as a dessert wine though it also comes in dry, semi-dry, and white varieties.",Beverages,Fortified wines,NA,FOOD00630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00084,Madeira Wine,NA,NA,"Madeira is a fortified Portuguese wine made in the Madeira Islands. Madeira is produced in a variety of styles ranging from dry wines which can be consumed on their own as an aperitif, to sweet wines more usually consumed with dessert. Cheaper versions are often flavoured with salt and pepper for use in cooking.",Beverages,Fortified wines,NA,FOOD00633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00085,Dessert Wine,NA,NA,"Dessert wines, sometimes called pudding wines, are sweet wines typically served with dessert.",Beverages,Fermented beverages,NA,FOOD00923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00086,"Mandarin Orange (Clementine, Tangerine)",Citrus reticulata,NA,"The Mandarin orange, also known as the mandarin or mandarine, is a small citrus tree (Citrus reticulata) with fruit resembling other oranges.",Fruits,Citrus,28888,FOOD00056,560,85571,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,NA
F00087,Sweet Orange,Citrus sinensis,NA,"The orange (specifically, the sweet orange) is the fruit of the citrus species Citrus × sinensis in the family Rutaceae.The fruit of the Citrus sinensis is considered a sweet orange, whereas the fruit of the Citrus aurantium is considered a bitter orange. The orange is a hybrid, possibly between pomelo (Citrus maxima) and mandarin (Citrus reticulata), which has been cultivated since ancient times.",Fruits,Citrus,28889,FOOD00057,NA,2711,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,NA
F00088,Caviar,Cyclopterus lumpus,NA,NA,Aquatic foods,Fishes,NA,NA,589,8103,Eukaryota,Metazoa,Chordata,Actinopteri,Perciformes,Cyclopteridae,Cyclopterus,NA
F00089,Celery Stalks,Apium graveolens var. dulce,NA,"Celery (Apium graveolens var. dulce) is a plant variety in the family Apiaceae, commonly used as a vegetable. Celery is used around the world as a vegetable for the crisp petiole (leaf stalk). The leaves are strongly flavoured and are used less often, either as a flavouring in soups and stews or as a dried herb.",Vegetables,Stalk vegetables,182185,FOOD00215,13,117781,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Apium,NA
F00090,"Liver, Broiler Or Fryer, Raw",Gallus gallus domesticus,NA,NA,Animal foods,Poultry,NA,NA,712,9031,Eukaryota,Metazoa,Chordata,Aves,Galliformes,Phasianidae,Gallus,NA
F00091,"Liver, Duck, Raw",Anas platyrhynchos,NA,NA,Animal foods,Poultry,NA,NA,747,8839,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anas,NA
F00092,"Liver, Goose, Raw",Anser anser,NA,NA,Animal foods,Poultry,NA,NA,673,8843,Eukaryota,Metazoa,Chordata,Aves,Anseriformes,Anatidae,Anser,NA
F00093,"Liver, Ox, Raw",Bos taurus,NA,NA,Animal foods,Bovines,NA,NA,742,9913,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Bovidae,Bos,NA
F00094,"Liver, Pig, Raw",Sus scrofa domesticus,NA,NA,Animal foods,Swine,NA,NA,781,9825,Eukaryota,Metazoa,Chordata,Mammalia,Artiodactyla,Suidae,Sus,NA
F00095,Pudding,NA,NA,NA,Others,Desserts,NA,NA,103,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00096,"Black Pudding, Boiled",NA,NA,NA,Others,Desserts,NA,NA,1184,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00097,Pepper (Capsicum Frutescens),Capsicum frutescens,NA,Capsicum frutescens is a species of chili pepper that is sometimes considered to be part of the species Capsicum annuum. Pepper cultivars in Capsicum frutescens can be annual or short-lived perennial plants.,Vegetables,Fruit vegetables,527044,FOOD00428,NA,4073,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,"It can be used as a fresh dish or seasoning, and dried chilies and paprika are important Chinese exports."
F00098,Blueberry,Vaccinium myrtillus,NA,"Bilberry is any of several species of low-growing shrubs in the genus Vaccinium, bearing edible berries. The species most often referred to is Vaccinium myrtillus L. , but there are several other closely related species.",Fruits,Berries,23605,FOOD00193,1848,180763,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,NA
F00099,Coca-Cola,NA,NA,"The main ingredients of cola include water, carbon dioxide, carbohydrate sugars, carbonated water, caramel, phosphoric acid, and caffeine.",Beverages,Carbonated beverages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00100,Sauerkraut,NA,NA,"Sauerkraut is a kind of pickled vegetable food, which can be appetizers, meals, or used as seasoning to make dishes",Vegetables,Processed vegetables,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00101,Pork Sausage,NA,NA,NA,Animal foods,Swine,NA,NA,1074,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00102,Pineapple,Ananas comosus,NA,"The Pineapple (Ananas comosus), named for its resemblance to the pine cone, is a tropical plant with edible multiple fruit consisting of coalesced berries, and the most economically significant plant in the Bromeliaceae family.",Fruits,Tropical fruits,42335,FOOD00012,1855,4615,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Poales,Bromeliaceae,Ananas,NA
F00103,Alcohol,NA,NA,"A clear liquid that can make you drunk, also used as a solvent (= a substance that dissolves another) and in fuel, food and medicines.",Others,Chemical Compound,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00104,Meal,NA,NA,Eating without clear components in the information.,Food combination,Uncategorised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00105,High-Fat Meal,NA,NA,"FDA high-fat, high-calorie meal consist of 800–1000 kcal of which approximately 500–600 kcal is derived from fat and 250 kcal from carbohydrates",Food combination,High-Fat Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00106,Aluminum,NA,NA,"Natural foods generally have low levels of aluminum. The aluminum intake in human food mainly comes from aluminum containing food additives, namely potassium alum (aluminum potassium sulfate) and ammonium alum (aluminum ammonium sulfate).",Others,Element,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00107,Calcium,NA,NA,"Natural foods such as milk and yogurt contain the most calcium, while other foods such as dried beans, fish, tofu, dark vegetables such as cauliflower, cabbage, and kale are all rich in calcium. In addition, there are many foods fortified with calcium, such as orange juice, cranberry juice, breakfast cereals, etc. Some people also take calcium supplements to supplement their deficiencies.",Others,Element,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00108,Iodine,NA,NA,"Foods with high iodine content include plant-based foods in seafood, animal based foods in marine foods, dark vegetables, and fruits. The plant-based foods in seafood include seaweed, seaweed, seaweed, seaweed, and so on. Animal foods include sea fish, shrimp, and shellfish, while dark vegetables include cabbage, cabbage, cauliflower, and so on. These foods have a particularly high iodine content and can provide the human body with abundant iodine. Fruits rich in iodine include bananas, pineapples, oranges, grapes, etc.",Others,Element,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00109,Iron,NA,NA,"Iron is widely present in various foods, but its distribution is extremely uneven and the absorption rate varies greatly. Generally, animal foods contain abundant and easily absorbed heme iron. Therefore, good sources of iron in the diet are mainly animal liver, animal whole blood, poultry meat, chicken gizzards, cow kidneys, etc., and plant foods such as sesame paste, cherry, shepherd's purse, green amaranth, etc.",Others,Element,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00110,Lithium,NA,NA,"Eggs, milk, dairy products, fish, potatoes, and vegetables are rich in lithium.",Others,Element,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00111,Magnesium,NA,NA,"Magnesium is a mineral naturally present in many foods. Nuts, legumes, avocados, bananas, green peas, swiss chard and spinach are rich in lithium.",Others,Element,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00112,Zinc,NA,NA,"Zinc is an important micronutrient that participates in multiple basic functions of the body. When your dietary structure contains a large amount of all natural foods rich in zinc, it is not difficult to meet the body's zinc needs. These all natural foods include animal based foods such as seafood and beef, as well as plant-based foods such as beans, nuts, seeds, dark chocolate, and whole grains.",Others,Element,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00113,High-Salt Meal,NA,NA,"A High-Salt Meal refers to a higher amount of salt compared to a regular diet, which may have a certain impact on body function.",Food combination,High-Salt Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00114,Vitamin B12,NA,NA,"The vitamin B12 in the diet comes from animal food, with the main food sources being meat, fish, poultry, and eggs. The content of milk and dairy products is relatively low. Plant based foods generally do not contain such vitamins.",Others,Chemical Compound,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00115,Vitamin B3,NA,NA,"Vitamin B3, also known as niacin, is commonly found in foods such as: 1. Fruits, including figs or carrots, as well as yellow fruits containing vitamin B3. 2. Other foods: including grains, milk, meat, beans, liver, etc., also contain a large amount of vitamin B3.",Others,Chemical Compound,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00116,Standard Meal,NA,NA,"The composition of standard meals varies from place to place, but their nutrient ratios are roughly similar and balanced.",Food combination,Standard Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00117,Nutritional Protein-Rich Drink,NA,NA,"Nutritional drink rich in proteins (treatment D: Ensure 250 mL chocolate or vanilla; 250 kcal, 8.4 g fat, 33.4 g carbohydrate, 10.5 g protein)",Food combination,Liquid Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00118,Non-Fat Meal,NA,NA,Non-Fat Meal refer to meals that do not contain or only contain a small amount of fat,Food combination,Non-Fat Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00119,Atkins Diet Meal,NA,NA,"This is the low-carbon weight loss method pioneered by Dr. Atkins, also known as carnivorous weight loss method in China. Atkins believes that if you want to lose weight, it is best to consume foods containing protein, but not any carbohydrate foods. He believes that a nutritious diet that controls carbohydrates is more beneficial to the human body than a low fat and high sugar diet, and that a nutritious diet that controls carbohydrates can also help improve the condition of heart disease and other conditions. His weight loss theory has received widespread attention and has been scientifically proven effective by millions of successful weight loss professionals.",Food combination,Speciality Diets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00120,Viscosity Meal,NA,NA,"Food viscosity can not only affect appetite, but also regulate postprandial blood sugar and insulin response, as delayed gastrointestinal conversion of sticky foods may slow down digestion and absorption rates.",Food combination,Speciality Diets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00121,Moderate-Fat Meal,NA,NA,"Moderate-fat test meals contain half the caloric content of a high-fat meal, with fat contributing to approximately 150 kcal.",Food combination,Moderate-Fat Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00122,American Diabetes Association(Ada) Meal,NA,NA,"The American diabetes Association recommends that people eat fruits and vegetables, lean meat or vegetable derived proteins, foods with less added sugar and less processing",Food combination,Speciality Diets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00123,Low-Fat Meal,NA,NA,"Low-fat test meals are less consistent between studies because they are neither defined by FDA nor EMA, but these meals roughly consist of less than 100 kcal derived from fat (eg, a continental breakfast). ",Food combination,Low-Fat Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00124,"Low-Fat, Low-Caloric Meal",NA,NA,"Low-Fat, Low-Caloric Meal refers to a diet with lower calories and lower fat content.",Food combination,Low-Fat Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00125,"Low-Fat, Vegetarian Meal",NA,NA,"Low-Fat, Vegetarian Meal refers to a vegetarian diet with lower fat content.",Food combination,Low-Fat Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00126,"Low-Fat, High-Caloric Food",NA,NA,"Low-Fat, High-Caloric Food refers to a diet with high calories and lower fat content.",Food combination,Low-Fat Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00127,"Low-Fat, High-Carbohydrate Meal",NA,NA,"Low-Fat, High-Carbohydrate Meal refers to a diet with high carbohydrate and lower fat content.",Food combination,Low-Fat Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00128,"Low-Fat, Non-Vegetarian Meal",NA,NA,"Low-Fat, Non-Vegetarian Meal refers to a Non-vegetarian diet with lower fat content.",Food combination,Low-Fat Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00129,Eggs,NA,NA,"An egg is the organic vessel containing the zygote, resulting from fertilization of the ovum, in which an animal embryo develops until it can survive on its own, at which point the animal hatches. Most arthropods, vertebrates, and mollusks lay eggs, although some do not, e.g. scorpions and most mammals. Oviparous animals are those that lay eggs, with little or no other development within the mother. The study or collecting of eggs, particularly bird eggs, is called oology. The term ""egg"" is used differently outside the animal kingdom. Reproductive structures similar to the egg in other kingdoms are termed ""spores,"" or in spermatophytes ""seeds,"" or in gametophytes ""egg cells"".",Animal foods,Eggs,NA,FOOD00619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00130,Folic Acid,NA,NA,"Folic acid is a derivative of pteridine, initially isolated from the liver, but later found to be very abundant in the green leaves of plants, hence the name folic acid. It is widely found in meat, fresh fruits, and vegetables. It is a yellow crystalline powder, odorless and tasteless. Its sodium salt is easily soluble in water, insoluble in alcohol, ether, and other organic solvents. It is insoluble in cold water but slightly soluble in hot water. It is unstable in acidic solutions and easily damaged by light.",Others,Chemical Compound,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00131,Low-Protein Meal,NA,NA,Low-Protein Meal refers to a diet with lower protein content.,Food combination,Low-Protein Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00132,Mexican Diet Meal,NA,NA,"Mexican diet which consisted of two fried eggs with tomato, onion and chili, two slices of bacon, chilaquiles (tortillas (55 g) with tomato, chili and cream (12 g) and a glass of milk (240 ml) (fat 57.1%, protein 16%, carbohydrates 26%, 963.5 kcal).",Food combination,Speciality Diets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00133,"High-Carbohydrate, Low-Protein Meal",NA,NA,"High-Carbohydrate, Low-Protein Meal refers to a diet with lower protein content and higher carbohydrate content.",Food combination,High-Carbohydrate Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00134,High-Carbohydrate Meal,NA,NA,High-Carbohydrate Meal refers to a diet with higher carbohydrate content.,Food combination,High-Carbohydrate Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00135,"High-Calcium, Moderate-Fat, Moderate-Caloric Meal",NA,NA,"High-Calcium, Moderate-Fat, Moderate-Caloric Meal refers to a diet with moderate caloric, higher calcium content and moderate fat content.",Food combination,Moderate-Fat Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00136,500-Caloric Well-Balanced Meal,NA,NA,"A well-balanced 500-calorie meal (WB500), a well-balanced 250-calorie meal (WB250), a 250-calorie high-fat meal (HF250). A well-balanced meal was defined as approximately 55% carbohydrates, 30% fat and 15% protein, whereas a high-fat meal contained approximately 30% carbohydrates, 50% fat and 20% protein. ",Food combination,Well-Balanced Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00137,250-Caloric Well-Balanced Meal,NA,NA,"A well-balanced 500-calorie meal (WB500), a well-balanced 250-calorie meal (WB250), a 250-calorie high-fat meal (HF250). A well-balanced meal was defined as approximately 55% carbohydrates, 30% fat and 15% protein, whereas a high-fat meal contained approximately 30% carbohydrates, 50% fat and 20% protein. ",Food combination,Well-Balanced Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00138,250-Caloric Well-Balanced Liquid Meal,NA,NA,"A well-balanced 500-calorie meal (WB500), a well-balanced 250-calorie meal (WB250), a 250-calorie high-fat meal (HF250). A well-balanced meal was defined as approximately 55% carbohydrates, 30% fat and 15% protein, whereas a high-fat meal contained approximately 30% carbohydrates, 50% fat and 20% protein. ",Food combination,Well-Balanced Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00139,250-Caloric High-Fat Meal,NA,NA,"The liquid meal replacement supplement consisted of a 250-mL vanilla Ensure (250 calories, 54% carbohydrates, 30% fat and 16% protein). 250-calorie liquid meal supplement (Ensure; Ensure; Abbott Nutrition, Columbus, OH, USA).",Food combination,High-Fat Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00140,Protein-Rich Drink Meal,NA,NA,"In normal-fat meal, fat accounted for approximately 189 of total calories, Carbohydrate 268 kCal, Protein 76 kCal In Protein-rich drink (Ensure), fat accounted for approximately 72 of total calories, Carbohydrate 153 kCal, Protein 75 kCal",Food combination,Liquid Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00141,Liquid Meal,NA,NA,"A liquid diet consists only of liquids instead of solid food. This includes homemade or store-bought juices and smoothies, homemade protein shakes, premade protein shakes and store-bought liquid meal replacements.",Food combination,Liquid Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00142,Light Meal,NA,NA,"Light meals with low calories, low fat and high fiber have become very popular in world.",Food combination,Speciality Diets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00143,Homogenized Meal,NA,NA,"Homogenized Meal have 400 ml,caloric value 490 kCal, made up of 50% carbohydrate, 30% lipid, 20% protein",Food combination,Speciality Diets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00144,High-Purine Meal,NA,NA,High-Purine Meal refers to a diet with higher purine content.,Food combination,High-Purine Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00145,High-Protein Meal,NA,NA,High-Protein Meal refers to a diet with higher protein content.,Food combination,High-Protein Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00146,High-Fiber Meal,NA,NA,"High-Fiber Meal, also known as a high residue diet, refers to a diet that contains more dietary fiber.",Food combination,High-Fiber Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00147,"High-Fat, Vegetarian Meal",NA,NA,"High-Fat, Vegetarian Meal refers to a vegetarian diet with higher fat content.",Food combination,High-Fat Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00148,"High-Fat, Non-Vegetarian Meal",NA,NA,"High-Fat, Non-Vegetarian Meal refers to a non-vegetarian diet with higher fat content.",Food combination,High-Fat Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00149,"High-Fat, Non-Dairy Meal",NA,NA,"High-Fat, Non-dairy Meal refers to a Non-dairy diet with higher fat content.",Food combination,High-Fat Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00150,"High-Fat, Low-Calcium Meal",NA,NA,"High-Fat, Low-Calcium Meal refers to a diet with higher fat ratio and lower calcium content.",Food combination,High-Fat Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00151,"High-Fat, High-Calcium Meal",NA,NA,"High-Fat, High-Calcium Meal refers to a diet with higher fat ratio and higher calcium content.",Food combination,High-Fat Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00152,High-Caloric Meal,NA,NA,High-Caloric Meal refers to a diet with High Caloric.,Food combination,High-Caloric Meal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00153,French Breakfast,NA,NA,French Breakfast is a meal with very low protein content.,Food combination,Speciality Diets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00154,Evening Meal,NA,NA,"Evening Meal mean supper, around 7pm-9pm.",Food combination,Uncategorised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00155,Croissant With Coffee,NA,NA,"Croissant with coffee (treatment E: 240 kcal, 12 g fat, 28 g carbohydrate, 5 g protein)",Food combination,Speciality Diets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00156,Continental Breakfast,NA,NA,"Continental Breakfast is the breakfast method used by the British in the English context to refer to various countries on the European continent. However, over time, the meaning of the word ""continental breakfast"" has now evolved into ""simple breakfast"", which is a simple breakfast that only provides coffee, tea, milk, butter, jam, bread and juice. This kind of breakfast usually does not provide cereal Congee, meat, sausage and eggs.",Food combination,Speciality Diets,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00157,Carbohydrate Meal,NA,NA,Carbohydrate meal refers to a dietary structure that is mainly composed of carbohydrates.,Food combination,Uncategorised,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00158,Flavone,NA,NA,Flavonoids are widely present in natural plants and are secondary metabolites of plants.,Others,Chemical Compound,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
